time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,flightNumber
512000,10/10/2019 19:06,19.28343164,-99.13872559,0,Available with any HD 360 subscription,Available with any HD 360 subscription,7352.455354,0,0,10,0,0,7352.455354,0,0,0,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,193.3,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512100,10/10/2019 19:06,19.28343164,-99.13872559,0,,,7352.455354,0,0.000272428,10,0,0,7352.455354,0,0,0.000272428,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,192,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512200,10/10/2019 19:06,19.28343154,-99.13872557,0,,,7352.455354,0,0.034252626,10,0,0,7352.455354,0,0,0.034252626,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,191.2,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512300,10/10/2019 19:06,19.28343154,-99.13872557,0,,,7352.455354,0,0.034352035,10,0,0,7352.455354,0,0,0.034352035,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.8,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512400,10/10/2019 19:06,19.28343164,-99.13872557,0,,,7352.455354,0,0.005417487,10,0,0,7352.455354,0,0,0.034352035,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.6,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512500,10/10/2019 19:06,19.28343163,-99.13872556,0,,,7352.455354,0,0.011131759,10,0,0,7352.455354,0,0,0.034352035,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.5,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512600,10/10/2019 19:06,19.28343153,-99.13872565,0,,,7352.455354,0,0.044086616,10,0,0,7352.455354,0,0,0.044086616,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.4,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512700,10/10/2019 19:06,19.28343153,-99.13872565,0,,,7352.455354,0,0.044213912,10,0,0,7352.455354,0,0,0.044213912,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.3,-2.4,45,3.789,3.793,3.789,3.797,0,0,0,134.51,7352.455354,0,6,P-GPS,,2
512800,10/10/2019 19:06,19.28343153,-99.13872566,0,,,7352.455354,0,0.044877954,10,0,15.168,7352.455354,0,0,0.044877954,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.2,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,Setting new Return-To-Home altitude to 30m (98 ft). Data Recorder File Index is 412,2
512900,10/10/2019 19:06,19.28343153,-99.13872566,0,,,7352.455354,0,0.045046261,10,0,15.168,7352.455354,0,0,0.045046261,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.2,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513000,10/10/2019 19:06,19.28343153,-99.13872566,0,,,7352.455354,0,0.044865487,10,0,15.168,7352.455354,0,0,0.045046261,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.1,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513100,10/10/2019 19:06,19.28343154,-99.13872568,0,,,7352.455354,0,0.047402232,10,0,15.168,7352.455354,0,0,0.047402232,0,0,0,189.6,0.3,-0.3,0,0,961,960,913,1219,190.1,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513200,10/10/2019 19:06,19.28343154,-99.13872578,0,,,7352.455354,0,0.074333336,10,0,15.168,7352.455354,0,0,0.074333336,0,0,0,189.6,0.4,-0.3,0,0,364,364,383,1684,190.5,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513400,10/10/2019 19:06,19.28343145,-99.13872576,0,,,7352.455354,0,0.089533139,10,0,15.168,7352.455354,0,0,0.089533139,0,0,0,189.5,0.4,-0.3,0,0,364,364,364,1684,193.9,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513500,10/10/2019 19:06,19.28343145,-99.13872576,0,,,7352.455354,0,0.089999675,10,0,15.168,7352.455354,0,0,0.089999675,0,0,0,189.5,0.3,-0.3,0,0,364,364,364,1684,194,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513600,10/10/2019 19:06,19.28343145,-99.13872586,0,,,7352.455354,0,0.115137471,10,0,15.168,7352.455354,0,0,0.115137471,0,0,0,189.5,0.4,-0.3,0,0,364,364,364,1684,194.1,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513700,10/10/2019 19:06,19.28343144,-99.13872587,0,,,7352.455354,0,0.120107287,10,0,15.168,7352.455354,0,0,0.120107287,0,0,0,189.5,0.3,-0.3,0,0,364,364,364,1684,194.1,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513800,10/10/2019 19:06,19.28343135,-99.13872587,0,,,7352.455354,0,0.143573495,10,0,15.168,7352.455354,0,0,0.143573495,0,0,0,189.6,0.3,-0.3,0,0,364,364,364,1684,194.1,-2.4,45,3.789,3.793,3.789,3.797,0,0,0.97,134.51,7352.455354,0,6,P-GPS,,2
513900,10/10/2019 19:06,19.28343134,-99.13872587,0,,,7352.455354,0,0.143619427,10,0,15.169,7352.455354,0,0,0.143619427,0,0,0,189.6,0.3,-0.3,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514000,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.166842853,9,0,15.169,7352.455354,0,0,0.166842853,0,0,0,189.6,0.4,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,Return-to-Home Altitude:98FT,2
514100,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.166521987,9,0,15.169,7352.455354,0,0,0.166842853,0,0,0,189.6,0.4,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514200,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.16607448,9,0,15.169,7352.455354,0,0,0.166842853,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514300,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.168475727,9,0,15.169,7352.455354,0,0,0.168475727,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514400,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.16890158,9,0,15.169,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514500,10/10/2019 19:06,19.28343134,-99.13872596,0,,,7352.455354,0,0.168474743,9,0,15.169,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514600,10/10/2019 19:06,19.28343144,-99.13872587,0,,,7352.455354,0,0.120248363,9,0,15.169,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1684,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514700,10/10/2019 19:06,19.28343144,-99.13872587,0,,,7352.455354,0,0.120069886,9,0,15.169,7352.455354,0,0,0.16890158,0,0,0,189.5,0.5,-0.4,0,0,364,467,460,1561,194.1,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514800,10/10/2019 19:06,19.28343144,-99.13872577,0,,,7352.455354,0,0.094588258,9,0,15.169,7352.455354,0,0,0.16890158,0,0,0,189.5,0.5,-0.4,0,0,875,792,688,1413,193.7,-2.4,45,3.79,3.793,3.789,3.797,0,0,0.968,134.51,7352.455354,0,10,Assisted_Takeoff,,2
514900,10/10/2019 19:06,19.28343144,-99.13872577,0,,,7352.455354,0,0.094629924,9,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.5,0.5,-0.4,0,0,1024,1024,1024,1024,193.4,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515000,10/10/2019 19:06,19.28343145,-99.13872575,0,,,7352.455354,0,0.088564307,9,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,1024,1024,1024,1024,192.2,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515100,10/10/2019 19:06,19.28343145,-99.13872575,0,,,7352.455354,0,0.089173231,9,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,191.3,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515200,10/10/2019 19:06,19.28343145,-99.13872575,0,,,7352.455354,0,0.089187339,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.9,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515300,10/10/2019 19:06,19.28343143,-99.13872577,0,,,7352.455354,0,0.099467523,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.3,-0.3,0,0,1024,1024,1024,1024,190.6,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515500,10/10/2019 19:06,19.28343143,-99.13872567,0,,,7352.455354,0,0.081082352,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.3,-0.3,0,0,824,934,975,1184,190.4,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515600,10/10/2019 19:06,19.28343154,-99.13872564,0,,,7352.455354,0,0.040476707,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.3,-0.3,0,0,364,477,364,1511,190.4,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515700,10/10/2019 19:06,19.28343154,-99.13872564,0,,,7352.455354,0,0.040274936,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.7,0.4,-0.3,0,0,364,364,364,1627,192.7,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515800,10/10/2019 19:06,19.28343154,-99.13872553,0,,,7352.455354,0,0.040347442,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.3,0,0,364,364,364,1615,193.9,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
515900,10/10/2019 19:06,19.28343155,-99.13872555,0,,,7352.455354,0,0.033304135,10,0,15.166,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1601,194.2,-2.4,45,3.789,3.792,3.789,3.796,0,0,1.046,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516000,10/10/2019 19:06,19.28343155,-99.13872555,0,,,7352.455354,0,0.033634516,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,364,364,364,1561,194.2,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516100,10/10/2019 19:06,19.28343155,-99.13872555,0,,,7352.455354,0,0.034911747,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,632,690,692,1374,194.2,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516200,10/10/2019 19:06,19.28343154,-99.13872556,0,,,7352.455354,0,0.03497113,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,1024,1024,1024,1024,193.8,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516400,10/10/2019 19:06,19.28343154,-99.13872557,0,,,7352.455354,0,0.036529857,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.4,-0.3,0,0,1024,1024,1024,1024,192.4,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516500,10/10/2019 19:06,19.28343154,-99.13872557,0,,,7352.455354,0,0.034204726,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.4,-0.3,0,0,1024,1024,1503,1024,191.6,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516600,10/10/2019 19:06,19.28343154,-99.13872547,0,,,7352.455354,0,0.052404201,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.4,-0.3,0,0,1024,1024,1684,1026,191.1,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516700,10/10/2019 19:06,19.28343154,-99.13872547,0,,,7352.455354,0,0.052455382,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.4,-0.3,0,0,1024,1024,1684,1074,190.9,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516800,10/10/2019 19:06,19.28343155,-99.13872546,0,,,7352.455354,0,0.054671918,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.3,0,0,1024,1024,1024,1024,190.6,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
516900,10/10/2019 19:06,19.28343155,-99.13872546,0,,,7352.455354,0,0.054623689,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.4,0,0,1024,1024,1024,1024,190.5,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517000,10/10/2019 19:06,19.28343156,-99.13872545,0,,,7352.455354,0,0.054788388,10,0,15.063,7352.455354,0,0,0.16890158,0,0,0,189.6,0.6,-0.5,0,0,1024,1024,1043,1024,190.4,-2.4,45,3.755,3.776,3.783,3.793,0,0,2.146,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517100,10/10/2019 19:06,19.28343155,-99.13872545,0,,,7352.455354,0,0.056801839,10,0,15.144,7352.455354,0,0,0.16890158,0,0,0,189.6,0.6,-0.4,0,0,1024,1024,1455,1024,190.4,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517200,10/10/2019 19:06,19.28343164,-99.13872545,0,,,7352.455354,0,0.046593505,10,0,15.144,7352.455354,0,0,0.16890158,0,0,0,189.6,0.5,-0.3,0,0,1024,1024,1684,1024,190.3,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517300,10/10/2019 19:06,19.28343163,-99.13872545,0,,,7352.455354,0,0.04821424,10,0,15.144,7352.455354,0,0,0.16890158,0,0,0,189.6,0.6,-0.3,0,0,1024,1024,1678,1024,190.3,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517400,10/10/2019 19:06,19.28343163,-99.13872535,0,,,7352.455354,0,0.083308074,10,0,15.144,7352.455354,0,0,0.16890158,0,0,0,189.6,0.6,-0.3,0,0,1024,1024,1169,1024,190.3,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517600,10/10/2019 19:06,19.28343159,-99.13872542,0,,,7352.455354,0,0.060189306,10,0,15.144,7352.455354,0,0,0.16890158,0,0,-0.223694,188.8,3.8,0.3,0,0,1024,1024,1024,1024,190.2,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517700,10/10/2019 19:06,19.2834317,-99.13872543,0,,,7352.455354,0.223694,0.058483926,10,0,15.144,7352.455354,0,0.223694,0.16890158,0.223694,0,-0.447388,187.8,5.3,1.3,0,0,1024,1024,1024,1024,190,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517800,10/10/2019 19:06,19.28343191,-99.13872542,0,,,7352.455354,0.447388,0.1148294,10,0,15.144,7352.455354,0,0.447388,0.16890158,0.447388,0,0,186.8,5.3,1.2,0,0,1024,1024,1024,1024,189.6,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
517900,10/10/2019 19:06,19.28343217,-99.13872544,0,,,7352.455354,0.671082,0.201078419,10,0,15.144,7352.455354,0,0.671082,0.201078419,0.671082,0,0.223694,185.9,4.9,0.7,0,0,1024,1024,1024,1024,189.1,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518000,10/10/2019 19:06,19.28343311,-99.13872543,0,,,7352.455354,0.894776,0.541663403,10,0,15.144,7352.455354,0,0.894776,0.541663403,0.894776,0,1.11847,185,4.3,0.4,0,0,1024,1024,1024,1024,188.6,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518100,10/10/2019 19:06,19.28343344,-99.1387254,0,,,7352.455354,0.223694,0.660223118,10,0,15.144,7352.455354,0,0.894776,0.660223118,0.223694,0,-0.223694,185.5,4.5,0.7,0,0,1024,1024,1024,1024,188.6,-2.4,44,3.784,3.788,3.783,3.789,0,0,1.808,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518200,10/10/2019 19:06,19.28343298,-99.13872541,0,,,7352.455354,0,0.495715239,10,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.6,5.2,-0.1,0,0,1024,1024,1024,1024,187.8,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518300,10/10/2019 19:06,19.28343292,-99.13872536,0,,,7352.455354,0.223694,0.474849097,10,0,14.832,7352.455354,0,0.894776,0.660223118,-0.223694,0,0,185.3,2.4,-0.5,0,0,1024,1024,1024,1024,187.8,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518400,10/10/2019 19:06,19.28343283,-99.1387253,0,,,7352.455354,0,0.448477705,10,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.4,-1,-0.2,0,0,1024,1024,1024,1024,187.6,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518500,10/10/2019 19:06,19.28343281,-99.13872528,0,,,7352.455354,0,0.440344502,10,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.5,1.1,-0.2,0,0,1024,1024,1024,1024,187.5,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518600,10/10/2019 19:06,19.28343274,-99.13872541,0,,,7352.455354,0,0.405597126,10,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.6,0,-0.2,0,0,1024,1024,1024,1024,187.4,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518700,10/10/2019 19:06,19.28343275,-99.13872546,0,,,7352.455354,0,0.409776916,10,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.6,0.4,-0.3,0,0,1024,1024,1024,1024,187.3,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518800,10/10/2019 19:06,19.28343248,-99.13872557,0,,,7352.455354,0,0.309254275,9,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.6,0.1,-0.2,0,0,1024,1024,1024,1024,187.3,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
518900,10/10/2019 19:06,19.2834325,-99.13872555,0,,,7352.455354,0,0.316815299,9,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.6,0.1,-0.2,0,0,1024,1024,1024,1024,187.2,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
519000,10/10/2019 19:06,19.28343264,-99.13872548,0,,,7352.455354,0,0.367513135,9,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,0,185.7,0,-0.3,0,0,1024,1024,1024,1024,187.2,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
519100,10/10/2019 19:06,19.28343264,-99.13872548,0,,,7352.455354,0,0.368923896,9,0,14.832,7352.455354,0,0.894776,0.660223118,0,0,-0.223694,185.7,0.2,-0.2,0,0,1024,1024,1024,1024,187.2,-2.4,44,3.71,3.711,3.705,3.706,0,0,6.194,134.51,7352.455354,0,10,Assisted_Takeoff,,2
519200,10/10/2019 19:06,19.28343274,-99.13872537,0.328084,,,7352.783438,0,0.40932416,9,0,14.99,7352.783438,0.328084,0.894776,0.660223118,0,0,-0.223694,185.7,0.1,-0.2,0,0,1024,1024,1024,1024,187.1,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7352.783438,0.328084,10,Assisted_Takeoff,,2
519300,10/10/2019 19:06,19.28343282,-99.13872539,0.328084,,,7352.783438,0,0.437713269,9,0,14.99,7352.783438,0.328084,0.894776,0.660223118,0,0,-0.223694,185.8,0.1,-0.2,0,0,1024,1024,1024,1024,187.1,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7352.783438,0.328084,10,Assisted_Takeoff,,2
519400,10/10/2019 19:06,19.28343282,-99.13872529,0.656168,,,7353.111522,0,0.445252639,9,0,14.99,7353.111522,0.656168,0.894776,0.660223118,0,0,-0.223694,185.8,0.1,-0.2,0,0,1024,1024,1024,1024,187.1,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.111522,0.656168,10,Assisted_Takeoff,,2
519500,10/10/2019 19:06,19.28343283,-99.13872529,0.656168,,,7353.111522,0,0.447237547,9,0,14.99,7353.111522,0.656168,0.894776,0.660223118,0,0,-0.223694,185.8,0.1,-0.3,0,0,1024,1024,1024,1024,187,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.111522,0.656168,10,Assisted_Takeoff,,2
519700,10/10/2019 19:06,19.28343279,-99.13872527,0.984252,,,7353.439606,0,0.43576773,9,0,14.99,7353.439606,0.984252,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.3,0,0,1024,1024,1024,1024,187,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.439606,0.984252,10,Assisted_Takeoff,,2
519800,10/10/2019 19:06,19.28343289,-99.13872517,0.984252,,,7353.439606,0,0.481358283,9,0,14.99,7353.439606,0.984252,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.2,0,0,1024,1024,1024,1024,187,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.439606,0.984252,10,Assisted_Takeoff,,2
519900,10/10/2019 19:06,19.28343286,-99.13872516,1.312336,,,7353.76769,0,0.47099411,9,0,14.99,7353.76769,1.312336,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.2,0,0,1024,1024,1024,1024,187,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.76769,1.312336,10,Assisted_Takeoff,,2
520000,10/10/2019 19:06,19.28343286,-99.13872516,1.312336,,,7353.76769,0,0.471975081,10,0,14.99,7353.76769,1.312336,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.2,0,0,1024,1024,1024,1024,186.9,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7353.76769,1.312336,10,Assisted_Takeoff,,2
520100,10/10/2019 19:06,19.28343287,-99.13872516,1.64042,,,7354.095774,0,0.472864188,10,0,14.99,7354.095774,1.64042,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.2,0,0,1024,1024,1061,1024,186.9,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7354.095774,1.64042,10,Assisted_Takeoff,,2
520200,10/10/2019 19:06,19.28343296,-99.13872508,1.64042,,,7354.095774,0,0.513231644,10,0,14.99,7354.095774,1.64042,0.894776,0.660223118,0,0,-0.447388,185.8,0.1,-0.2,0,0,1024,1024,1377,1024,186.9,-2.4,44,3.733,3.753,3.751,3.765,0,0,5.426,134.51,7354.095774,1.64042,10,Assisted_Takeoff,,2
520400,10/10/2019 19:06,19.28343296,-99.13872497,1.968504,,,7354.423858,0,0.527637812,10,0,15.115,7354.423858,1.968504,0.894776,0.660223118,0,0,-0.223694,185.9,0.1,-0.2,0,0,1024,1024,1641,1024,186.9,-2.4,44,3.774,3.78,3.779,3.786,0,0,1.461,134.51,7354.423858,1.968504,10,Assisted_Takeoff,,2
520500,10/10/2019 19:06,19.28343296,-99.13872496,1.968504,,,7354.423858,0,0.527230988,10,0,15.115,7354.423858,1.968504,0.894776,0.660223118,0,0,-0.223694,185.9,0.1,-0.2,0,0,1024,1024,1684,1024,186.8,-2.4,44,3.774,3.78,3.779,3.786,0,0,1.461,134.51,7354.423858,1.968504,10,Assisted_Takeoff,,2
