time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
200800,2019-10-10 19:00:04,19.2833680579014,-99.1386497256193,0,,,7352.4497474175,0,0.06040682608,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1024,1024,308.9,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
200900,2019-10-10 19:00:04,19.2833680589919,-99.1386497258858,0,,,7352.4497474175,0,0.060171589852,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1024,1024,308.3,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201000,2019-10-10 19:00:04,19.283368059752,-99.1386497252061,0,,,7352.4497474175,0,0.059808728948,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1024,1024,308,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201100,2019-10-10 19:00:04,19.2833680710512,-99.1386497215921,0,,,7352.4497474175,0,0.055940946672,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1255,1024,308,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201200,2019-10-10 19:00:04,19.2833680707006,-99.1386497216754,0,,,7352.4497474175,0,0.0560531514,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1655,987,307.7,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201300,2019-10-10 19:00:04,19.2833680705624,-99.1386497235756,0,,,7352.4497474175,0,0.056543965064,11,0,15.897,7352.4497474175,0,0,0.06040682608,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1614,980,307.5,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201400,2019-10-10 19:00:04,19.2833680521737,-99.1386497316329,0,,,7352.4497474175,0,0.0633448183,11,0,15.897,7352.4497474175,0,0,0.0633448183,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1024,1024,307.5,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201500,2019-10-10 19:00:04,19.2833680530824,-99.1386497329291,0,,,7352.4497474175,0,0.06339731174,11,0,15.897,7352.4497474175,0,0,0.06339731174,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1024,1024,307.3,4.2,81,3.975,3.976,3.965,3.981,0,0,0.937,111.11,7352.4497474175,0,6,P-GPS,
201600,2019-10-10 19:00:05,19.2833680551158,-99.138649732907,0,,,7352.4497474175,0,0.062845474452,11,0,15.901,7352.4497474175,0,0,0.06339731174,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1172,1024,307.3,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,6,P-GPS,
201700,2019-10-10 19:00:05,19.2833680923519,-99.1386498138049,0,,,7352.4497474175,0,0.077665028732,11,0,15.901,7352.4497474175,0,0,0.077665028732,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1641,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
201800,2019-10-10 19:00:05,19.2833680950912,-99.1386498153074,0,,,7352.4497474175,0,0.077723755768,11,0,15.901,7352.4497474175,0,0,0.077723755768,0,0,0,306.9, 1.7, 0.4,0,0,1024,1024,1684,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,Return-to-Home Altitude:98FT
201900,2019-10-10 19:00:05,19.2833680959036,-99.1386498170342,0,,,7352.4497474175,0,0.078148296464,11,0,15.901,7352.4497474175,0,0,0.078148296464,0,0,0,306.8, 1.7, 0.4,0,0,1024,1024,1474,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202000,2019-10-10 19:00:05,19.2833680689322,-99.1386498202973,0,,,7352.4497474175,0,0.083557745456,11,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.8, 1.7, 0.4,0,0,1024,1024,1024,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202200,2019-10-10 19:00:05,19.2833681682112,-99.13864982198,0,,,7352.4497474175,0,0.073480317312,11,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.8, 1.8, 0.4,0,0,1024,1024,1467,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202300,2019-10-10 19:00:05,19.2833681650577,-99.1386498004447,0,,,7352.4497474175,0,0.066177495556,11,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.8, 1.8, 0.4,0,0,1024,1024,1684,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202400,2019-10-10 19:00:05,19.2833681666601,-99.1386498021017,0,,,7352.4497474175,0,0.066695540192,11,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.8, 1.8, 0.5,0,0,1024,1024,1684,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202500,2019-10-10 19:00:05,19.283368168601,-99.1386498015084,0,,,7352.4497474175,0,0.066437338084,10,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.8, 1.8, 0.5,0,0,1024,1024,1684,1024,307.2,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202600,2019-10-10 19:00:06,19.2833681841225,-99.1386497961143,0,,,7352.4497474175,0,0.064415356392,10,0,15.901,7352.4497474175,0,0,0.083557745456,0,0,0,306.4, 2.2, 1,0,0,1024,1024,1684,1024,307.1,4.2,81,3.976,3.976,3.967,3.982,0,0,1.017,111.11,7352.4497474175,0,10,Assisted_Takeoff,
202700,2019-10-10 19:00:06,19.2833681770777,-99.1386497517295,0,,,7352.4497474175,0,0.04915190446,11,0,15.821,7352.4497474175,0,0,0.083557745456,0,0,-0.671082,305.5, 2.6, 1.3,0,0,1024,1024,1596,1024,307,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7352.4497474175,0,6,P-GPS,
202800,2019-10-10 19:00:06,19.2833681710845,-99.138649651179,0,,,7352.4497474175,0.223694,0.014999672396,11,0,15.821,7352.4497474175,0,0.223694,0.083557745456,0,0.223694,-1.342164,304.5, 2.7, 1.3,0,0,1024,1024,1024,1024,306.8,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7352.4497474175,0,6,P-GPS,
202900,2019-10-10 19:00:06,19.2833682601521,-99.1386495124556,0.328084,,,7352.7778314175,0.223694,0.043906169384,11,0,15.821,7352.7778314175,0.328084,0.223694,0.083557745456,0,0.223694,-1.565858,303.6, 2.8, 1,0,0,1024,1024,1024,1024,306.5,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7352.7778314175,0.328084,6,P-GPS,
203000,2019-10-10 19:00:06,19.2833682702065,-99.1386493525273,0.328084,,,7352.7778314175,0.447388,0.094076118496,11,0,15.821,7352.7778314175,0.328084,0.447388,0.094076118496,0,0.447388,-1.565858,303.2, 2.2, 0.7,0,0,1024,1024,1024,1024,306.1,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7352.7778314175,0.328084,6,P-GPS,
203100,2019-10-10 19:00:06,19.2833683099277,-99.1386490624804,0.656168,,,7353.1059154175,0.447388,0.193971134816,11,0,15.821,7353.1059154175,0.656168,0.447388,0.193971134816,0,0.447388,-1.565858,303, 1.3, 0.2,0,0,1024,1024,1024,1024,305.7,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7353.1059154175,0.656168,6,P-GPS,
203200,2019-10-10 19:00:06,19.2833683672814,-99.1386488342447,0.984252,,,7353.4339994175,0.447388,0.275300861828,11,0,15.821,7353.4339994175,0.984252,0.447388,0.275300861828,0,0.447388,-1.565858,302.9, 0.6, -0.4,0,0,1024,1024,1083,1024,305.7,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7353.4339994175,0.984252,6,P-GPS,
203300,2019-10-10 19:00:06,19.2833685303189,-99.1386485671115,1.312336,,,7353.7620834175,0.447388,0.38071851612,11,0,15.821,7353.7620834175,1.312336,0.447388,0.38071851612,0,0.447388,-1.342164,303, 0.2, -1.1,0,0,1024,1024,1279,1024,305.3,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7353.7620834175,1.312336,6,P-GPS,
203400,2019-10-10 19:00:06,19.2833686069685,-99.1386483675436,1.64042,,,7354.0901674175,0.223694,0.45485237676,11,0,15.821,7354.0901674175,1.64042,0.447388,0.45485237676,0,0.223694,-1.342164,303.1, 0, -1.8,0,0,1024,1024,1527,1024,305.1,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7354.0901674175,1.64042,6,P-GPS,
203500,2019-10-10 19:00:06,19.2833684121604,-99.1386482313537,1.64042,,,7354.0901674175,0.223694,0.48186025164,10,0,15.821,7354.0901674175,1.64042,0.447388,0.48186025164,0,0.223694,-1.565858,303.1, -0.3, -2.1,0,0,1024,1024,1114,1024,305,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7354.0901674175,1.64042,6,P-GPS,
203600,2019-10-10 19:00:07,19.2833684892216,-99.1386480292726,1.968504,,,7354.4182514175,0.223694,0.55550854796,10,0,15.821,7354.4182514175,1.968504,0.447388,0.55550854796,0,0.223694,-2.23694,302.9, -0.4, -2.3,0,0,1024,1024,1024,1024,305,4.2,81,3.957,3.971,3.966,3.95,0,0,2.61,111.11,7354.4182514175,1.968504,6,P-GPS,
203700,2019-10-10 19:00:07,19.283368681774,-99.1386474115209,2.296588,,,7354.7463354175,0,0.77848427688,10,0,15.699,7354.7463354175,2.296588,0.447388,0.77848427688,0,0,-2.460634,302.9, -0.5, -2.1,0,0,1024,1024,1024,1024,304.9,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7354.7463354175,2.296588,6,P-GPS,
203900,2019-10-10 19:00:07,19.2833685027367,-99.1386476163114,2.952756,,,7355.4025034175,0,0.69619752884,10,0,15.699,7355.4025034175,2.952756,0.447388,0.77848427688,0,0,-1.342164,303.3, -1.6, -1.9,0,0,1024,1024,1481,1024,304.8,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7355.4025034175,2.952756,6,P-GPS,
204000,2019-10-10 19:00:07,19.2833684868856,-99.1386475853252,3.28084,,,7355.7305874175,0,0.70578414332,10,0,15.699,7355.7305874175,3.28084,0.447388,0.77848427688,0,0,-1.342164,303.2, -1.6, -1.7,0,0,1024,1024,1405,1024,304.7,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7355.7305874175,3.28084,6,P-GPS,
204100,2019-10-10 19:00:07,19.2833684946044,-99.1386478790851,3.608924,,,7356.0586714175,0,0.60662075432,10,0,15.699,7356.0586714175,3.608924,0.447388,0.77848427688,0,0,-1.789552,302.7, -0.8, -1.6,0,0,1024,1024,1193,1024,304.7,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7356.0586714175,3.608924,6,P-GPS,
204200,2019-10-10 19:00:07,19.2833685054475,-99.1386478463541,3.937008,,,7356.3867554175,0,0.61843834,10,0,15.699,7356.3867554175,3.937008,0.447388,0.77848427688,0,0,-2.460634,302.2, 0.3, -1.3,0,0,1024,1024,1024,1024,304.6,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7356.3867554175,3.937008,6,P-GPS,
204300,2019-10-10 19:00:07,19.2833683867786,-99.1386480385422,4.265092,,,7356.7148394175,0.223694,0.54601707784,11,0,15.699,7356.7148394175,4.265092,0.447388,0.77848427688,0,-0.223694,-2.460634,302.2, 1.2, -0.6,0,0,1024,1024,1024,1024,304.5,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7356.7148394175,4.265092,6,P-GPS,
204400,2019-10-10 19:00:07,19.2833683674548,-99.138648109056,4.593176,,,7357.0429234175,0.223694,0.52101051536,11,0,15.699,7357.0429234175,4.593176,0.447388,0.77848427688,0,-0.223694,-1.789552,302.6, 1.3, -0.1,0,0,1024,1024,1024,1024,304.4,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7357.0429234175,4.593176,6,P-GPS,
204500,2019-10-10 19:00:07,19.2833682332562,-99.1386483777357,4.92126,,,7357.3710074175,0,0.42447179836,11,0,15.699,7357.3710074175,4.92126,0.447388,0.77848427688,0,0,-1.342164,303.1, 1.1, 0,0,0,1024,1024,1241,1024,304.4,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7357.3710074175,4.92126,6,P-GPS,
204600,2019-10-10 19:00:08,19.2833681823205,-99.1386484679793,4.92126,,,7357.3710074175,0,0.39297573436,11,0,15.699,7357.3710074175,4.92126,0.447388,0.77848427688,0,0,-0.894776,303.5, 0.9, 0,0,0,1024,1024,1652,1024,304.4,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7357.3710074175,4.92126,6,P-GPS,
204700,2019-10-10 19:00:08,19.2833683377049,-99.1386484770383,5.249344,,,7357.6990914175,0,0.39398951392,11,0,15.699,7357.6990914175,5.249344,0.447388,0.77848427688,0,0,-0.894776,303.6, 1, 0.2,0,0,1024,1024,1684,1024,304.4,4.2,81,3.923,3.929,3.866,3.86,0,0,4.864,111.11,7357.6990914175,5.249344,6,P-GPS,
204800,2019-10-10 19:00:08,19.2833683568218,-99.1386483999721,5.249344,,,7357.6990914175,0,0.42126969852,11,0,15.213,7357.6990914175,5.249344,0.447388,0.77848427688,0,0,-1.342164,303.4, 1.3, 0,0,0,1024,1024,1223,1024,304.4,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7357.6990914175,5.249344,6,P-GPS,
204800,2019-10-10 19:00:08,19.2833683568218,-99.1386483999721,5.249344,,,7357.6990914175,0,0.42126969852,11,0,15.213,7357.6990914175,5.249344,0.447388,0.77848427688,0,0,-1.342164,303.4, 1.3, 0,0,0,1024,1024,1024,1024,304.3,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7357.6990914175,5.249344,6,P-GPS,
205000,2019-10-10 19:00:08,19.283368222011,-99.1386487392035,5.905512,,,7358.3552594175,0,0.299932096212,11,0,15.213,7358.3552594175,5.905512,0.447388,0.77848427688,0,0,-2.684328,302.6, 2.4, -0.3,0,0,1067,1024,1024,1024,304.3,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7358.3552594175,5.905512,6,P-GPS,
205100,2019-10-10 19:00:08,19.2833681776305,-99.1386487499962,6.233596,,,7358.6833434175,0,0.295856964848,10,0,15.213,7358.6833434175,6.233596,0.447388,0.77848427688,0,0,-2.460634,302.9, 2, 0,0,0,1231,1024,1024,1024,304.2,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7358.6833434175,6.233596,6,P-GPS,
205200,2019-10-10 19:00:08,19.2833681446004,-99.1386486988235,6.56168,,,7359.0114274175,0,0.313767726576,10,0,15.213,7359.0114274175,6.56168,0.447388,0.77848427688,0,0,-2.013246,303.6, 0.5, 0,0,0,1377,1024,1024,1024,304.2,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.0114274175,6.56168,6,P-GPS,
205300,2019-10-10 19:00:08,19.2833680569955,-99.1386488983866,6.889764,,,7359.3395114175,0,0.24894029668,10,0,15.213,7359.3395114175,6.889764,0.447388,0.77848427688,0,0,-1.342164,304.3, -5.5, 0.2,0,0,1381,1024,1024,1024,304.2,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.3395114175,6.889764,6,P-GPS,
205400,2019-10-10 19:00:08,19.2833681078044,-99.1386489848586,7.217848,,,7359.6675954175,0.3131716,0.216653222156,10,0,15.213,7359.6675954175,7.217848,0.447388,0.77848427688,0.223694,-0.223694,-0.894776,304.9, -14.6, 0.2,0,0,1311,1024,1024,1024,304.2,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.6675954175,7.217848,6,P-GPS,
205500,2019-10-10 19:00:08,19.2833683024347,-99.1386492448777,7.217848,,,7359.6675954175,0.8052984,0.132942589556,10,0,15.213,7359.6675954175,7.217848,0.8052984,0.77848427688,0.447388,-0.671082,-0.671082,305.4, -18.1, 0.1,0,0,1079,1024,1024,1024,304.2,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.6675954175,7.217848,6,P-GPS,
205600,2019-10-10 19:00:09,19.2833686073525,-99.1386496486548,7.545932,,,7359.9956794175,1.4316416,0.155914375068,10,0,15.213,7359.9956794175,7.545932,1.4316416,0.77848427688,0.894776,-1.11847,-0.671082,305.6, -15.3, 0.3,0,0,1024,1024,1024,1024,304.3,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.9956794175,7.545932,6,P-GPS,
205700,2019-10-10 19:00:09,19.283368995733,-99.1386500031726,7.545932,,,7359.9956794175,1.4316416,0.326555784728,11,0,15.213,7359.9956794175,7.545932,1.4316416,0.77848427688,0.894776,-1.11847,-0.447388,305.7, -4.9, 0.6,0,0,1024,1024,1024,1024,304.3,4.2,81,3.801,3.806,3.741,3.73,0,0,15.3,111.11,7359.9956794175,7.545932,6,P-GPS,
205800,2019-10-10 19:00:09,19.2833694320932,-99.1386505545066,7.545932,,,7359.9956794175,1.4316416,0.56048558224,11,0,15.027,7359.9956794175,7.545932,1.4316416,0.77848427688,0.894776,-1.11847,-0.223694,305.7, 1.9, 1,0,0,1024,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
205900,2019-10-10 19:00:09,19.2833708386239,-99.138652291287,7.545932,,,7359.9956794175,1.4316416,1.3390092292,11,0,15.027,7359.9956794175,7.545932,1.4316416,1.3390092292,0.894776,-1.11847,0,305.4, 3.7, 0.8,0,0,1024,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206000,2019-10-10 19:00:09,19.2833710792848,-99.1386525843832,7.545932,,,7359.9956794175,1.2750558,1.4722605458,11,0,15.027,7359.9956794175,7.545932,1.4316416,1.4722605458,0.894776,-0.894776,0,305, 4.5, 0.6,0,0,1024,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206100,2019-10-10 19:00:09,19.2833717402652,-99.1386530677774,7.545932,,,7359.9956794175,0.9395148,1.76194887528,11,0,15.027,7359.9956794175,7.545932,1.4316416,1.76194887528,0.671082,-0.671082,0,304.8, 4.9, 0.3,0,0,1111,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206200,2019-10-10 19:00:09,19.2833720529648,-99.1386533312822,7.545932,,,7359.9956794175,0.8052984,1.90739179332,11,0,15.027,7359.9956794175,7.545932,1.4316416,1.90739179332,0.671082,-0.447388,0,304.7, 5.1, 0.1,0,0,1257,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206300,2019-10-10 19:00:09,19.283372460257,-99.1386534433919,7.545932,,,7359.9956794175,0.8052984,2.04462276884,10,0,15.027,7359.9956794175,7.545932,1.4316416,2.04462276884,0.671082,-0.447388,0,304.7, 1.2, 0.4,0,0,1304,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206400,2019-10-10 19:00:09,19.2833728081161,-99.1386537155069,7.545932,,,7359.9956794175,1.11847,2.2020669996,10,0,15.027,7359.9956794175,7.545932,1.4316416,2.2020669996,0.894776,-0.671082,0,304.7, -7.7, 0.4,0,0,1267,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206500,2019-10-10 19:00:09,19.2833724441384,-99.1386532381238,7.545932,,,7359.9956794175,1.4316416,1.9951116124,10,0,15.027,7359.9956794175,7.545932,1.4316416,2.2020669996,1.11847,-0.894776,0,304.6, -12.5, 0.4,0,0,1270,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206600,2019-10-10 19:00:10,19.2833729702009,-99.1386537389626,7.545932,,,7359.9956794175,1.901399,2.25280847104,10,0,15.027,7359.9956794175,7.545932,1.901399,2.25280847104,1.342164,-1.342164,0,304.6, -12, 0.5,0,0,1261,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206700,2019-10-10 19:00:10,19.2833739170988,-99.1386544042805,7.545932,,,7359.9956794175,2.2145706,2.66568906168,12,0,15.027,7359.9956794175,7.545932,2.2145706,2.66568906168,1.565858,-1.565858,0,304.5, -10.6, 0.4,0,0,1267,1024,1024,1024,304.4,4.2,80,3.721,3.786,3.78,3.783,0,0,16.078,111.11,7359.9956794175,7.545932,6,P-GPS,
206800,2019-10-10 19:00:10,19.2833746638741,-99.1386551641701,7.545932,,,7359.9956794175,2.5277422,3.04190626532,12,0,15.105,7359.9956794175,7.545932,2.5277422,3.04190626532,1.789552,-1.789552,0,304.4, -9.3, 0.2,0,0,1247,1024,1024,1024,304.4,4.2,80,3.757,3.775,3.773,3.775,0,0,15.02,111.11,7359.9956794175,7.545932,6,P-GPS,
206900,2019-10-10 19:00:10,19.2833767600774,-99.1386569610115,7.545932,,,7359.9956794175,2.684328,4.0256891052,10,0,15.105,7359.9956794175,7.545932,2.684328,4.0256891052,2.013246,-1.789552,0,304.5, -8.6, 0,0,0,1258,1024,1024,1024,304.4,4.2,80,3.757,3.775,3.773,3.775,0,0,15.02,111.11,7359.9956794175,7.545932,6,P-GPS,
207000,2019-10-10 19:00:10,19.2833777536769,-99.1386578314169,7.545932,,,7359.9956794175,2.8409138,4.496063136,10,0,15.105,7359.9956794175,7.545932,2.8409138,4.496063136,2.013246,-2.013246,0,304.6, -7.7, -0.1,0,0,1269,1024,1024,1024,304.4,4.2,80,3.757,3.775,3.773,3.775,0,0,15.02,111.11,7359.9956794175,7.545932,6,P-GPS,
